Activity ID,Latitude,Longitude,Site Name,Group name,Submitted by,Observation date,Time,Light condition,Depth (metres),Water temperature (deg. C),Activity,Zone,Habitat,Country,Coral No.,Colour Code Lightest,Colour Code Darkest,Average,Coral Type
e8480d77-e223-49db-a1a0-aa9f94310f97,-23.433399,151.959,"Heron Island, NWTR6, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,12:30 PM,Full sunshine,5,24,Diving,Leeward North,Reef slope,Australia,16,D2,D2,2,Boulder corals
e8480d77-e223-49db-a1a0-aa9f94310f97,-23.433399,151.959,"Heron Island, NWTR6, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,12:30 PM,Full sunshine,5,24,Diving,Leeward North,Reef slope,Australia,17,D3,D3,3,Boulder corals
e8480d77-e223-49db-a1a0-aa9f94310f97,-23.433399,151.959,"Heron Island, NWTR6, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,12:30 PM,Full sunshine,5,24,Diving,Leeward North,Reef slope,Australia,18,D4,D4,4,Boulder corals
e8480d77-e223-49db-a1a0-aa9f94310f97,-23.433399,151.959,"Heron Island, NWTR6, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,12:30 PM,Full sunshine,5,24,Diving,Leeward North,Reef slope,Australia,19,C4,C4,4,Boulder corals
e8480d77-e223-49db-a1a0-aa9f94310f97,-23.433399,151.959,"Heron Island, NWTR6, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,12:30 PM,Full sunshine,5,24,Diving,Leeward North,Reef slope,Australia,20,D2,D2,2,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,1,B2,B3,2.5,Boulder corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,2,C1,C2,1.5,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,3,D2,D3,2.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,4,C2,C2,2,Boulder corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,5,C2,C2,2,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,6,C3,C4,3.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,7,B4,B5,4.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,8,C4,C5,4.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,9,E3,E4,3.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,10,D2,D3,2.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,11,E4,E5,4.5,Boulder corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,12,B3,B4,3.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,13,D2,D2,2,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,14,C3,C4,3.5,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,15,E3,E3,3,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,16,B3,B4,3.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,17,E4,E5,4.5,Plate corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,18,D2,D4,3,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,19,C3,C4,3.5,Branching corals
b01767e1-7a9c-41e4-9bbc-727bf046b7be,-23.4291,151.951004,"Heron Island, NWTR7, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,3:30 PM,Full sunshine,5,23,Diving,Leeward North,Reef slope,Australia,20,D3,D3,3,Plate corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,1,D2,D2,2,Boulder corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,2,D2,D2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,3,C2,C2,2,Boulder corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,4,D2,D2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,5,D2,D2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,6,D2,D2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,7,D2,D2,2,Plate corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,8,D2,D2,2,Soft corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,9,C2,C2,2,Soft corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,10,C2,C2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,11,C2,C2,2,Boulder corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,12,C2,C2,2,Soft corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,13,D3,D3,3,Boulder corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,14,B4,B4,4,Soft corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,15,C2,C2,2,Soft corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,16,E2,E2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,17,D2,D2,2,Branching corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,18,E2,E2,2,Soft corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,19,C2,C2,2,Boulder corals
06e513b7-b77a-41d8-8aa1-1b48de38ff61,-23.471001,151.955002,"Heron Island, SETR0, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,8:45 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,20,D2,D2,2,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,1,D4,D4,4,Soft corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,2,D2,D4,3,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,3,E5,E5,5,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,4,B4,B4,4,Plate corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,5,C2,C2,2,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,6,C3,C3,3,Soft corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,7,C2,C3,2.5,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,8,E2,E4,3,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,9,E4,E5,4.5,Plate corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,10,C2,C3,2.5,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,11,C3,C4,3.5,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,12,E4,E5,4.5,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,13,D2,D2,2,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,14,C3,C4,3.5,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,15,D3,D4,3.5,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,16,C3,C4,3.5,Plate corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,17,B2,B3,2.5,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,18,D2,D3,2.5,Branching corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,19,D2,D4,3,Boulder corals
76e95759-d2eb-4695-8be6-1391bce1317e,-23.4723,151.975006,"Heron Island, SETR1, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:35 AM,Full sunshine,5,0,Diving,Windward East,Reef slope,Australia,20,C3,C4,3.5,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,1,C4,C4,4,Soft corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,2,B2,B2,2,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,3,B2,B2,2,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,4,E3,E3,3,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,5,E2,E2,2,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,6,C3,C3,3,Boulder corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,7,E2,E2,2,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,8,D2,D2,2,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,9,C2,C3,2.5,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,10,C2,C2,2,Boulder corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,11,C2,C2,2,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,12,D2,D2,2,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,13,C3,C3,3,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,14,D3,D3,3,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,15,C3,C3,3,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,16,D2,D2,2,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,17,D2,D2,2,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,18,C3,C3,3,Branching corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,19,C3,C3,3,Plate corals
98ca9b10-f736-4fc3-bcb2-22baeeb4d412,-23.467501,151.987,"Heron Island, SETR2, Great Barrier Reef (QLD), Australia",UQ-RSRC,Mitchell Lyons,2023-10-29T14:00:00Z,9:52 PM,Full sunshine,5,24,Diving,Windward East,Reef slope,Australia,20,D2,D2,2,Soft corals
095a34cd-2f18-4e6c-ad36-651fde50996f,-23.453888,151.922775,"Heron Island, Canyons, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-30T14:00:00Z,2:30 PM,Full sunshine,5,23,Diving,Windward West,Reef slope,Australia,1,C3,C3,3,Boulder corals
095a34cd-2f18-4e6c-ad36-651fde50996f,-23.453888,151.922775,"Heron Island, Canyons, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-30T14:00:00Z,2:30 PM,Full sunshine,5,23,Diving,Windward West,Reef slope,Australia,2,D2,D2,2,Branching corals
095a34cd-2f18-4e6c-ad36-651fde50996f,-23.453888,151.922775,"Heron Island, Canyons, Great Barrier Reef (QLD), Australia",UQ-RSRC,Paul Tudman,2023-10-30T14:00:00Z,2:30 PM,Full sunshine,5,23,Diving,Windward West,Reef slope,Australia,3,C3,C3,3,Boulder corals
